-1.5e0 -1.0e0 5.25e0 5.25e0
-1.469698e0 -1.0e0 5.1600113e0 5.1600113e0
-1.439396e0 -1.0e0 5.0718628e0 5.0718628e0
-1.4090941e0 -1.0e0 4.9855469e0 4.9855469e0
-1.3787921e0 -1.0e0 4.9010666e0 4.9010666e0
-1.3484901e0 -1.0e0 4.8184235e0 4.8184235e0
-1.3181882e0 -1.0e0 4.7376205e0 4.7376205e0
-1.2878862e0 -1.0e0 4.6586502e0 4.6586502e0
-1.2575842e0 -1.0e0 4.581517e0 4.581517e0
-1.2272823e0 -1.0e0 4.5062225e0 4.5062225e0
-1.1969803e0 -1.0e0 4.4327621e0 4.4327621e0
-1.1666783e0 -1.0e0 4.3611374e0 4.3611374e0
-1.1363763e0 -1.0e0 4.2913528e0 4.2913528e0
-1.1060744e0 -1.0e0 4.2234009e0 4.2234009e0
-1.0757724e0 -1.0e0 4.157286e0 4.157286e0
-1.0454704e0 -1.0e0 4.0930069e0 4.0930069e0
-1.0151685e0 -1.0e0 4.030568e0 4.030568e0
-9.848665e-1 -1.0e0 3.969962e0 3.969962e0
-9.5456451e-1 -1.0e0 3.9111934e0 3.9111934e0
-9.2426253e-1 -1.0e0 3.8542613e0 3.8542613e0
-8.9396054e-1 -1.0e0 3.7991655e0 3.7991655e0
-8.6365855e-1 -1.0e0 3.7459062e0 3.7459062e0
-8.3335657e-1 -1.0e0 3.6944833e0 3.6944833e0
-8.0305458e-1 -1.0e0 3.6448965e0 3.6448965e0
-7.727526e-1 -1.0e0 3.5971465e0 3.5971465e0
-7.424506e-1 -1.0e0 3.5512329e0 3.5512329e0
-7.1214862e-1 -1.0e0 3.5071556e0 3.5071556e0
-6.8184663e-1 -1.0e0 3.4649149e0 3.4649149e0
-6.5154465e-1 -1.0e0 3.4245105e0 3.4245105e0
-6.2124266e-1 -1.0e0 3.3859425e0 3.3859425e0
-5.9094067e-1 -1.0e0 3.349211e0 3.349211e0
-5.6063869e-1 -1.0e0 3.3143158e0 3.3143158e0
-5.303367e-1 -1.0e0 3.281257e0 3.281257e0
-5.0003471e-1 -1.0e0 3.2500346e0 3.2500346e0
-4.6973273e-1 -1.0e0 3.2206488e0 3.2206488e0
-4.3943074e-1 -1.0e0 3.1930994e0 3.1930994e0
-4.0912875e-1 -1.0e0 3.1673863e0 3.1673863e0
-3.7882677e-1 -1.0e0 3.1435097e0 3.1435097e0
-3.4852478e-1 -1.0e0 3.1214696e0 3.1214696e0
-3.182228e-1 -1.0e0 3.1012657e0 3.1012657e0
-2.879208e-1 -1.0e0 3.0828984e0 3.0828984e0
-2.5761882e-1 -1.0e0 3.0663673e0 3.0663673e0
-2.2731683e-1 -1.0e0 3.051673e0 3.051673e0
-1.9701485e-1 -1.0e0 3.0388148e0 3.0388148e0
-1.6671286e-1 -1.0e0 3.0277931e0 3.0277931e0
-1.3641087e-1 -1.0e0 3.0186078e0 3.0186078e0
-1.0610889e-1 -1.0e0 3.011259e0 3.011259e0
-7.58069e-2 -1.0e0 3.0057466e0 3.0057466e0
-4.55049e-2 -1.0e0 3.0020706e0 3.0020706e0
-1.5202899e-2 -1.0e0 3.000231e0 3.000231e0
1.5099101e-2 -1.0e0 3.000228e0 3.000228e0
4.5401102e-2 -1.0e0 3.0020612e0 3.0020612e0
7.5703102e-2 -1.0e0 3.0057309e0 3.0057309e0
1.06005103e-1 -1.0e0 3.011237e0 3.011237e0
1.3630708e-1 -1.0e0 3.0185796e0 3.0185796e0
1.6660907e-1 -1.0e0 3.0277585e0 3.0277585e0
1.9691106e-1 -1.0e0 3.0387738e0 3.0387738e0
2.2721304e-1 -1.0e0 3.0516257e0 3.0516257e0
2.5751503e-1 -1.0e0 3.066314e0 3.066314e0
2.8781702e-1 -1.0e0 3.0828386e0 3.0828386e0
3.18119e-1 -1.0e0 3.1011998e0 3.1011998e0
3.4842099e-1 -1.0e0 3.1213972e0 3.1213972e0
3.7872298e-1 -1.0e0 3.1434311e0 3.1434311e0
4.0902496e-1 -1.0e0 3.1673015e0 3.1673015e0
4.3932695e-1 -1.0e0 3.1930081e0 3.1930081e0
4.6962894e-1 -1.0e0 3.2205513e0 3.2205513e0
4.9993092e-1 -1.0e0 3.2499309e0 3.2499309e0
5.3023291e-1 -1.0e0 3.2811469e0 3.2811469e0
5.605349e-1 -1.0e0 3.3141995e0 3.3141995e0
5.9083688e-1 -1.0e0 3.3490883e0 3.3490883e0
6.2113887e-1 -1.0e0 3.3858136e0 3.3858136e0
6.5144086e-1 -1.0e0 3.4243753e0 3.4243753e0
6.8174284e-1 -1.0e0 3.4647733e0 3.4647733e0
7.1204483e-1 -1.0e0 3.5070079e0 3.5070079e0
7.4234682e-1 -1.0e0 3.5510788e0 3.5510788e0
7.726488e-1 -1.0e0 3.5969861e0 3.5969861e0
8.0295079e-1 -1.0e0 3.6447299e0 3.6447299e0
8.3325278e-1 -1.0e0 3.6943102e0 3.6943102e0
8.6355476e-1 -1.0e0 3.7457266e0 3.7457266e0
8.9385675e-1 -1.0e0 3.79898e0 3.79898e0
9.2415874e-1 -1.0e0 3.8540695e0 3.8540695e0
9.5446072e-1 -1.0e0 3.9109953e0 3.9109953e0
